uniq_id,city,guest_recommendation,hotel_category,hotel_star_rating,image_count,property_type,room_area,room_count,site_review_count,site_review_rating,state
297ecf89a120960a90c84e3d3a991fe2,Delhi,86,regular,3,32,Hotel,15 X 15 Sq.ft.,60,97,4.2,Delhi
c6a4f7ef36fed5bd0a68f2ae0d59fbeb,Mumbai,70,regular,3,25,Service Apartment,20 X 20 Sq.ft.,7,10,3.7,Maharashtra
8934ddbad18450c589ec835c5cfb0587,Bangalore,71,regular,5,15,Hotel,17 X 17 Sq.ft.,130,60,3.7,Karnataka
e910d42ce6bfafe65321f20a00f9604b,Goa,79,regular,4,47,Resort,19 X 19 Sq.ft.,131,2094,4.1,Goa
66d9ac94348fd95757a0cf47f1b8b434,Wayanad,90,regular,3,31,Resort,20 X 16 Sq.ft.,13,30,3.9,Kerala
a197833785f55dba568e3501dfd3fba0,Nainital,62,regular,3,26,Resort,10 X 12 Sq.ft.,17,8,3.4,Uttarakhand
f0df1726ada27ad118d33de9b30625ed,Chennai,77,regular,0,10,Guest House,14 X 14 Sq.ft.,12,9,4.1,Tamil Nadu
858832b13d3ae9ee67c8e9d36d01ecd2,Pune,79,regular,3,26,Hotel,15 X 15 Sq.ft.,48,181,3.8,Maharashtra
e4a30814959315656d951396ca9fbdad,Alibaug,80,regular,3,36,Resort,14 X 14 Sq.ft.,20,70,4,Maharashtra
36bd68c1744733b6d46166cf495ed361,Hyderabad,84,regular,3,28,Hotel,15 X 15 Sq.ft.,60,96,4.1,Andhra Pradesh
6d913c1eef5946a312e5a5029650c852,Pahalgam,80,regular,2,24,Cottage,10 X 13 Sq.ft.,8,10,4,Jammu and Kashmir
d8d4253747207427c9dd219b78096f9e,Delhi,92,regular,0,10,BnB,13 X 12.5 Sq.ft.,14,52,4.3,Delhi
8c8d86699b3958ce9456fe5673685fc6,Bangalore,69,regular,1,7,Hotel,15 X 10 Sq.ft.,18,68,3.5,Karnataka
2bf15934c8f52e3ed3a4a2c367b31534,Pelling,42,regular,0,8,Hotel,22 X 28 Sq.ft.,17,7,2.6,Sikkim
5ce1f035e48bdf58195751bbad1b5fe3,Jaipur,80,regular,3,21,Hotel,15 X 15 Sq.ft.,33,127,4,Rajasthan
9abbe6308ecb68d5ef1cd3bb4a104495,Gurgaon,80,regular,0,6,Service Apartment,12 X 12 Sq.ft.,21,5,4.8,Haryana
97c5f25184b76d8014a6ed1ac0d47fc4,Bangalore,86,regular,0,5,Hotel,300 X 300 Sq.ft.,10,15,3.5,Karnataka
96bf43391eaa46bd3cc00bde5a2a3b20,Bangalore,81,regular,3,33,Hotel,15 X 15 Sq.ft.,52,27,3.9,Karnataka
1aabc42b1ecdb4e3db5b09e64bfc667d,Bangalore,77,gostays,3,29,Hotel,15 X 15 Sq.ft.,19,54,3.5,Karnataka
555669dabb431ba9139531f6434c3165,Jaipur,80,gostays,3,29,Hotel,14 X 14 Sq.ft.,33,145,4.3,Rajasthan
91158f40e1abf6146fb84cb045cb50f9,Goa,75,regular,0,17,Service Apartment,18 X 18 Sq.ft.,4,8,4.8,Goa
c9dfb3fa9fdc21c2129bf97c0f1dd5bf,Patna,69,regular,2,12,Hotel,10 X 12 Sq.ft.,8,23,3.7,Bihar
35f91fdffb12055478cc6028243cd12d,Chennai,80,regular,4,26,Hotel,19 X 19 Sq.ft.,45,70,4.5,Tamil Nadu
935d2d12c3502244214ad803c4bdad39,Aurangabad,100,regular,3,15,Resort,180 X 185 Sq.ft.,12,5,4.5,Maharashtra
24e9dd5c6f81ba4403c9406731747284,Mount Abu,81,gostays,3,25,Homestay,15 X 15 Sq.ft.,5,38,4.6,Rajasthan
b562b1e08a924b074b73b71dd661437c,Gurgaon,85,regular,3,37,Hotel,15 X 15 Sq.ft.,30,97,4.1,Haryana
26f16caab8106699c93f68249225646e,Delhi,57,regular,3,25,Hotel,14 X 14 Sq.ft.,24,14,3.9,Delhi
255ac073f4ceb10700d058d3a5475b46,Bhimavaram,76,regular,3,3,Hotel,10 X 12 Sq.ft.,7,13,3.9,Andhra Pradesh
ab3fd1a561956d74e879fd2e07b01b54,Goa,69,regular,3,33,Hotel,15 X 15 Sq.ft.,40,55,3.5,Goa
f81a5fd0e82c3822baf2070317c45053,Pune,100,regular,3,29,Hotel,10 X 14 Sq.ft.,40,13,4.1,Maharashtra
1549dd44854ac3b72dea8f2d16204be3,Gurgaon,81,gostays,3,32,Hotel,14 X 14 Sq.ft.,26,100,3.8,Haryana
83a9b523f577fca4d39d4d4e279c745a,Mahabaleshwar,82,regular,3,13,Hotel,12 X 16 Sq.ft.,16,76,4.2,Maharashtra
c3848ffcfbba2fa88ab5fbdf9f5e9a11,Udaipur,70,regular,0,23,Guest House,10 X 10 Sq.ft.,8,41,3.7,Rajasthan
e236864f65a0c1424895a6de70ef9897,Gurgaon,86,regular,4,15,Hotel,16 X 16 Sq.ft.,107,15,4.4,Haryana
08e80f4b54cb58841def91b2935b035f,Thiruvananthapuram,81,regular,2,11,Hotel,14 X 14 Sq.ft.,20,27,3.5,Kerala
9a918153d86dadaeb6ef318e4d6630f2,Munnar,100,regular,3,53,Resort,15 X 20 Sq.ft.,5,4,4.5,Kerala
e9aa823f1105075372d94a4a66c28aed,Chennai,95,regular,3,37,Hotel,15 X 15 Sq.ft.,46,80,4.2,Tamil Nadu
040e0b2fac7afccba5e221e9e7f5ae30,Gurgaon,86,regular,0,8,Guest House,14 X 16 Sq.ft.,17,45,4.1,Haryana
426ca7944147b09d1f3ea9603858c388,Nainital,80,regular,3,19,Cottage,18 X 18 Sq.ft.,15,45,3.9,Uttarakhand
8c078b097fc6ee0a951f326dbd6cf09d,Mysore,79,gostays,3,17,Hotel,15 X 15 Sq.ft.,54,264,3.9,Karnataka
296455972d046443da2bd754bed73449,Munnar,83,regular,4,15,Resort,15 X 15 Sq.ft.,41,98,4.4,Kerala
4d5116cf3f2f35d50d70cef813ed2dfd,Varkala,100,regular,3,18,Resort,14 X 12 Sq.ft.,9,1,5,Kerala
00fcc67e888bb46f9e31dfd825b26d5d,Srinagar,66,regular,3,4,Hotel,14 X 16 Sq.ft.,40,3,3.5,Jammu and Kashmir
0395e9771ab8e514897a2c9eb0858554,NOIDA,75,regular,3,9,Hotel,12 X 13 Sq.ft.,18,4,3.1,Uttar Pradesh
db1e9091e002ce220d50ec2a6da34c7c,Udaipur,100,regular,0,18,Guest House,12 X 10 Sq.ft.,4,14,4.8,Rajasthan
5f8c76faea4c0a80297516b5d5e20f0c,Delhi,81,regular,3,14,Hotel,15 X 12 Sq.ft.,20,181,4,Delhi
f48f00d8036ec902c3efdd81562a228e,Mumbai,72,regular,3,10,Service Apartment,12 X 10 Sq.ft.,4,11,3.1,Maharashtra
5d6b189f22753ac91c022eb2d02c4858,Manali,75,regular,3,9,Resort,12 X 14 Sq.ft.,18,8,2.9,Himachal Pradesh
3bffec08b515046981bd6d76a35235c2,Mumbai,78,regular,1,6,Hotel,10 X 8 Sq.ft.,55,119,3.1,Maharashtra
633ab7f87658857f303506af7bd6338b,Indore,70,regular,2,16,Resort,12 X 24 Sq.ft.,11,37,3.6,Madhya Pradesh
cc89c1cd4acde76489067b4eb970f9aa,Delhi,81,regular,3,9,Hotel,12 X 10 Sq.ft.,35,53,4.1,Delhi
3dbecd2bdebb86488a103bb9c76b7d3b,Idukki,66,regular,0,8,Resort,21 X 21 Sq.ft.,29,3,3.9,Kerala
a7cb9b5a5f6dbc109e791c00ee8bdfc1,Goa,61,regular,3,22,Resort,14 X 14 Sq.ft.,60,44,2.8,Goa
6442927004cb6f97dc9d8b54a6f2d26f,Coimbatore,90,gostays,2,20,Service Apartment,12 X 12 Sq.ft.,15,100,4.6,Tamil Nadu
cd854832b11025bb3db72324ed7a7935,Pune,85,regular,0,8,Hotel,11 X 11 Sq.ft.,28,7,4.7,Maharashtra
6ad4dee492d613e9f8133658ea2c5fd3,Gurgaon,100,regular,0,0,BnB,10 X 12 Sq.ft.,1,1,4,Haryana
1053d92a9a2b99481310f77df914b64b,Coimbatore,90,regular,0,13,Service Apartment,10 X 10 Sq.ft.,12,40,4.1,Tamil Nadu
13e9c113a60f50694e0550df6b92949f,Bangalore,78,regular,2,25,Hotel,15 X 15 Sq.ft.,41,61,3.4,Karnataka
b0da4d33d61200284defc2f2474d7e5d,Ahmedabad,95,gostays,2,46,Hotel,14 X 16 Sq.ft.,13,171,4.6,Gujarat
05f754d33e78398bbefa226ce16d370c,Delhi,50,regular,3,33,Hotel,15 X 15 Sq.ft.,21,2,4.3,Delhi
740557602e4f4b3cbc05fa8fb0ea2039,Gurgaon,28,regular,3,9,Hotel,12 X 16 Sq.ft.,15,7,2.1,Haryana
af8255eaf319ba9a42cf635581952141,Gurgaon,66,regular,3,10,Hotel,16 X 12 Sq.ft.,20,6,4.4,Haryana
c2ca002a4c5b60638720142f0e211d7b,Rishikesh,80,regular,3,6,Hotel,15 X 12 Sq.ft.,10,5,2.6,Uttarakhand
13920d7f255f3accf1bbc8a15099f465,Shirdi,82,regular,4,65,Hotel,12 X 10 Sq.ft.,75,218,4.1,Maharashtra
1914e5a8c7e75f4c15430d5ddbf10939,Kumbakonam,79,gostays,2,26,Hotel,14 X 14 Sq.ft.,20,163,4.3,Tamil Nadu
ccd32276b95ee8c6aceb99131617a8ab,Jaipur,50,regular,0,63,Guest House,11 X 09 Sq.ft.,8,2,3,Rajasthan
5747b5a621a5c35ae21c08f85113731b,Raipur,77,regular,3,8,Hotel,18 X 16 Sq.ft.,51,137,4.3,Chhattisgarh
04797bd06b2065626e350fee92706e0f,Thekkady,83,regular,4,42,Hotel,17 X 17 Sq.ft.,32,43,4.5,Kerala
b17575673bbbe6d3eab64add9f7ef698,Pondicherry,64,regular,3,16,Resort,10 X 10 Sq.ft.,17,67,3.2,Pondicherry
db732394df5522c3a8000fe7b911d0a0,Manali,100,regular,0,28,Hotel,12 X 12 Sq.ft.,22,1,5,Himachal Pradesh
d1abde4d4150985318380bc70852c3e0,kanyakumari,86,regular,0,48,Resort,31 X 10 Sq.ft.,46,84,4.5,Tamil Nadu
64056aad3bf827ba009c0a9aa24f138c,Leh,77,regular,3,8,Hotel,18 X 16 Sq.ft.,28,9,4,Jammu and Kashmir
cbf76115166d3bd8e5293e4103301cf8,Gurgaon,59,regular,3,25,Hotel,12 X 12 Sq.ft.,33,32,3.3,Haryana
2902b239dd24c72a6b259b03ae898376,Bangalore,76,regular,2,17,Hotel,16 X 14 Sq.ft.,30,95,3.7,Karnataka
f939d24cec28599a4f63bef0c3ddef9c,Dalhousie,67,regular,3,18,Resort,17 X 17 Sq.ft.,49,144,3.7,Himachal Pradesh
b5650af72b04abee7f6bfd8112351d1b,Gurgaon,64,gostays,3,26,Hotel,18 X 15 Sq.ft.,18,28,4,Haryana
6f4273ba6c9221c5496a353584501529,Udaipur,62,regular,3,31,Hotel,25 X 15 Sq.ft.,16,8,2.5,Rajasthan
e4d6d80588193e09bf7861d2234b266d,Ooty,73,regular,3,53,Resort,21 X 11 Sq.ft.,49,273,4.2,Tamil Nadu
2ee8532c68fca61a448bda33a1bdcc26,Tiruchirappalli,76,regular,2,12,Hotel,14 X 16 Sq.ft.,8,25,3.7,Tamil Nadu
4249cc6c6af4c02b3bea8fc26839c98d,Delhi,81,gostays,4,29,Hotel,12 X 15 Sq.ft.,57,171,4,Delhi
2714735e56aba9dae7f522e69dccc1ac,Pune,58,regular,0,8,Service Apartment,6.5 X 5.9 Sq.ft.,3,12,4.6,Maharashtra
aea3fb2e32116fa29aaea5050bd82219,Kumbakonam,54,regular,0,8,Lodge,10 X 10 Sq.ft.,45,35,2.4,Tamil Nadu
9684fbf65dbb6041a6dd58015b91d00e,Hyderabad,81,gostays,4,16,Hotel,12 X 14 Sq.ft.,157,83,4.2,Andhra Pradesh
a88ccbca2b253d417354eac0b595eef1,Shimla,78,gostays,3,21,Hotel,12 X 10 Sq.ft.,26,300,3.7,Himachal Pradesh
1e1e6c2946da6e70a1ac0572d6d4e190,Mettupalayam,67,regular,2,9,Hotel,20 X 16 Sq.ft.,19,87,3.3,Tamil Nadu
1a28f6ed3606ed31bb7e01d5e515dcbe,Bangalore,78,regular,2,10,Hotel,12 X 12 Sq.ft.,68,66,4,Karnataka
40f40fbbcd5f47a044edaf92b55d664b,Coimbatore,80,gostays,2,19,Hotel,14 X 14 Sq.ft.,28,111,4,Tamil Nadu
a0a707bcd33d6168bf39638bf9adf16b,Manali,0,regular,3,8,Cottage,11 X 11 Sq.ft.,10,1,5,Himachal Pradesh
89d7b2030a25d24bb5ee98dc69461f93,Manali,100,regular,0,11,Cottage,12 X 16 Sq.ft.,16,1,4.6,Himachal Pradesh
827b9e4681dabe4f5c6c49ad8b898f44,Tiruchengode,85,regular,2,13,Hotel,10 X 12 Sq.ft.,11,7,3.9,Tamil Nadu
8e64eb1371d39ad4ba85608304687034,Sirsa,95,regular,3,29,Hotel,14 X 10 Sq.ft.,34,82,4.7,Haryana
8f969af8dbc43e557e9dc80c01f10d1b,Port Blair,74,regular,3,34,Hotel,20 X 17.5 Sq.ft.,48,113,4.4,Andaman and Nicobar Islands
63ac127082f7763d9931ca3cb93f910b,Darbhanga,82,regular,3,28,Hotel,14 X 10 Sq.ft.,27,28,4.4,Bihar
622b73afd5b30702a020ff821dc51e17,Tirupati,100,regular,2,23,Hotel,600 X 650 Sq.ft.,9,1,1.6,Andhra Pradesh
d5bb783d8293d36f128a7ab3cd68a04b,Delhi,43,regular,0,9,Guest House,14 X 14 Sq.ft.,28,16,2.9,Delhi
666b97f6d99d75abcdddb98c314e868e,Coimbatore,72,regular,0,9,Lodge,12 X 12 Sq.ft.,5,11,4.1,Tamil Nadu
785d6ce97c8d782a8387e8d8774ba42c,Kalimpong,82,regular,3,54,Hotel,29 X 13 Sq.ft.,40,58,4.5,West Bengal
ef429f1c9f0beec6fbbcf1c0133a1308,Guwahati,0,regular,1,21,Resort,14 X 17 Sq.ft.,18,1,1,Assam
a8880780ac639a86d046dfe16806e5d5,Ahmedabad,86,gostays,2,4,Hotel,12 X 12 Sq.ft.,16,155,4.3,Gujarat
6edcf5959d689177c15f98232b639d56,Agra,85,regular,3,40,Hotel,14 X 14 Sq.ft.,12,14,4.1,Uttar Pradesh
cdb41ff95d208b7a5f86f10b0237c9da,Goa,94,regular,0,17,Resort,0 X 0 Sq.ft.,41,57,4.5,Goa
4c314c9245cbde3dcaf9034e0e8d6c8a,Gurgaon,86,regular,3,25,Hotel,15 X 18 Sq.ft.,26,79,4.3,Haryana
4b06a546e47db128692dc5a643cb22da,Delhi,90,regular,3,10,Hotel,15 X 15 Sq.ft.,16,10,3.7,Delhi
f0afe2c4208ba5695f92bdad17860655,Leh,0,regular,3,3,Hotel,18 X 16 Sq.ft.,1,1,5,Jammu and Kashmir
970baefbff12745abe81e6da562e2fbd,Jodhpur,63,regular,0,13,Guest House,10 X 14 Sq.ft.,6,11,3.5,Rajasthan
b4fea259654031786b80c99d56b91b3b,Alwar,89,regular,0,61,Hotel,10 X 15 Sq.ft.,18,19,4.3,Rajasthan
40266902b314b9983f6038d3b1db3c11,Delhi,62,regular,3,25,Hotel,14 X 14 Sq.ft.,30,8,3.9,Delhi
823b584a8b4f158bbf0b41fc7f6c9e93,Agra,81,regular,2,14,Hotel,10 X 15 Sq.ft.,10,53,3.8,Uttar Pradesh
b60f6363edeb3ab3abd8b3f9b2a062be,Darjeeling,84,regular,4,38,Hotel,17 X 17 Sq.ft.,18,88,4.1,West Bengal
589fb6ad33b52c3fabafc7b5e191b5e4,Falakata,80,regular,0,17,Resort,15 X 15 Sq.ft.,15,5,4.8,West Bengal
cbfec2186bd0641b11b1d4f3ab71eacc,Gangtok,100,regular,4,16,Hotel,12 X 24 Sq.ft.,52,1,4.6,Sikkim
330aaeb4c802b882f4c949a56f0f4eff,Goa,57,regular,3,11,Resort,16 X 16 Sq.ft.,36,56,2.8,Goa
c1f25daf2fa78356b35db4dedf1fb34c,Agra,87,regular,3,30,Hotel,15 X 15 Sq.ft.,54,16,4,Uttar Pradesh
a83584ac71d4285c27e36c82178a62bd,Mumbai,75,regular,3,8,Hotel,12 X 10 Sq.ft.,40,54,4.4,Maharashtra
1098addab3c91399192ee94df20a0570,Leh,62,regular,3,34,Hotel,18 X 16 Sq.ft.,49,16,3.9,Jammu and Kashmir
9d5dbad7312e394b21ccf6e2026f46c0,Chennai,65,regular,3,9,Hotel,11 X 12 Sq.ft.,8,20,3.5,Tamil Nadu
b37c525575f7d70e9287af8619319366,Patna,0,regular,0,10,Hotel,25 X 12 Sq.ft.,30,1,2,Bihar
72d45b5eb7c2bfd117d49bb8ce72a1f3,Delhi,78,regular,4,13,Hotel,15 X 15 Sq.ft.,77,71,3.9,Delhi
698a58c9b0dfc1ec0255fc5bac9fca96,Mussoorie,80,gostays,3,21,Hotel,16 X 16 Sq.ft.,23,215,4.2,Uttarakhand
167dbc97bb2b617439273fb99f39a6cf,Jabalpur,73,regular,2,15,Hotel,11 X 18 Sq.ft.,13,86,3.9,Madhya Pradesh
a3918fd896f7aad06f6e1ba65089b072,Chandigarh,80,regular,1,6,Hotel,18 X 18 Sq.ft.,16,25,3.7,Punjab
aedf6c0ae0581656434817ae492a0a66,Cochin,82,regular,3,28,Hotel,12 X 16 Sq.ft.,80,47,3.8,Kerala
99257f9363f523f759688d0bb425c4b8,Kasauli,75,regular,0,19,BnB,14 X 14 Sq.ft.,10,70,3.6,Himachal Pradesh
2a096f14656f781be21992422abdf849,Manali,100,regular,0,12,Tent,10 X 10 Sq.ft.,10,2,5,Himachal Pradesh
23a4b1a042a89dafb87a06f09ac135fe,Delhi,77,regular,3,17,Hotel,14 X 14 Sq.ft.,20,71,4,Delhi
dc19bcf26a39a3e3ffe58cfe921978b6,Dausa,50,regular,4,17,Resort,15 X 15 Sq.ft.,9,2,4.6,Rajasthan
84b5db021dd6cd833e87fc3df09d0284,Goa,87,regular,0,4,Resort,15 X 15 Sq.ft.,12,8,4.3,Goa
e1b6f517b324e4ff5cd606cf6bfa0b2d,Coimbatore,83,gostays,3,11,Hotel,10 X 10 Sq.ft.,48,141,4.4,Tamil Nadu
3278adce559ae298e24b186e29671007,Jaipur,70,regular,3,25,Hotel,12 X 10 Sq.ft.,17,20,4.5,Rajasthan
3c4d2de9892c295c2b37f6b740741a39,Bangalore,68,regular,3,14,Hotel,17 X 17 Sq.ft.,6,22,4.2,Karnataka
f14bf42c0b8118ee21f5130002330ad2,Coimbatore,91,regular,2,5,Hotel,17 X 17 Sq.ft.,17,23,4.1,Tamil Nadu
5c154d9b6b56215e4b42bd0075dbae58,Wayanad,94,regular,4,15,Resort,18 X 24 Sq.ft.,9,68,4.9,Kerala
f8a06962115d4dece37a77155d9639ad,Srinagar,78,regular,0,9,Houseboat,15 X 15 Sq.ft.,10,14,4.2,Jammu and Kashmir
ad848d7230ee0956d5aae3db3dd22e2e,Agra,81,regular,3,22,Hotel,14 X 14 Sq.ft.,22,11,3.9,Uttar Pradesh
1af5473f51b1b4acfaeda77185fd77dc,Mumbai,100,regular,1,18,Hotel,10 X 10 Sq.ft.,15,2,3.1,Maharashtra
d9692c1175cab440ddb8c637cf0201e9,Agra,76,regular,3,27,Hotel,15 X 15 Sq.ft.,35,414,3.9,Uttar Pradesh
6e74a7ac4556e4ed62f12a686c54781b,Gangtok,87,regular,4,20,Resort,22 X 22 Sq.ft.,29,108,4.3,Sikkim
b37c7f0e939e195bf793de7f4f64d3c3,Darjeeling,77,regular,4,15,Resort,16 X 16 Sq.ft.,13,110,4.3,West Bengal
9bfa9c4888413d71f5d7b91cabedde6a,Vadodara,80,regular,3,11,Hotel,12 X 19 Sq.ft.,48,31,4.2,Gujarat
063f51b2629b7e02f45e19330a197b49,Manali,78,regular,3,6,Cottage,14 X 16 Sq.ft.,8,19,4.6,Himachal Pradesh
a376e8002ffbb8465302f37bf4bf16c8,Coorg,77,regular,2,17,Resort,12 X 12 Sq.ft.,25,85,3.5,Karnataka
af397d7e44634eacf2441664ab2dc010,Hyderabad,80,regular,3,10,Resort,17 X 17 Sq.ft.,92,86,3.6,Andhra Pradesh
adce0c7f4b1dce9fb038c9ee287c6264,Delhi,79,regular,4,19,Hotel,14 X 14 Sq.ft.,49,91,4.1,Delhi
f6bb8826356a3463892cd15c901ccc69,Udaipur,51,regular,4,13,Resort,10 X 12 Sq.ft.,64,167,2.5,Rajasthan
a9f39e41236dfd40826d631f2f0e0132,Pune,61,regular,0,14,Service Apartment,20 X 20 Sq.ft.,21,18,3.4,Maharashtra
25dcd992f20b41a4b0e032165957beaf,Darjeeling,84,regular,4,25,Resort,22.6 X 14.3 Sq.ft.,8,39,4.3,West Bengal
8b2f94ac980ccf0da59f92913da76293,Goa,84,gostays,2,10,Hotel,16 X 16 Sq.ft.,6,149,4.3,Goa
f5444c77aa60cd87f804b9cb100c489c,Hyderabad,62,regular,0,14,Guest House,18 X 14 Sq.ft.,18,8,3.3,Andhra Pradesh
b054a033874cb302c2c869ae0898d8d8,Surat,89,gostays,3,32,Hotel,17 X 12 Sq.ft.,31,189,4.4,Gujarat
41f9e5a1f9e5a8e0b2ef3062010380b1,Agra,76,gostays,3,38,Hotel,15 X 20 Sq.ft.,45,68,4,Uttar Pradesh
d91ccc52444d864f1e7c1e331c416a13,Ernakulam,76,regular,3,44,Resort,14 X 14 Sq.ft.,51,30,4,Kerala
be386c2aac98efb3a57e580131aa86a4,Goa,67,regular,0,23,Guest House,15 X 15 Sq.ft.,24,34,3.7,Goa
2c5a8459d1fa4a1ca78c23ffb22ba46b,Bangalore,79,regular,3,20,Resort,15 X 15 Sq.ft.,27,144,4,Karnataka
4404421c824dded88472b8a1eed140d5,Haridwar,79,regular,2,12,Hotel,15 X 15 Sq.ft.,16,78,4,Uttarakhand
d6705387dc805b73ca826673d01b62f2,Kolkata,75,regular,3,39,Hotel,15 X 14 Sq.ft.,35,136,3.9,West Bengal
b6d497ecfad9c6c6aaffc23c5073f3bd,Gurgaon,100,regular,0,8,Guest House,14 X 14 Sq.ft.,8,1,5,Haryana
19cad80da49a4fe4a8aa52588add3adf,Mumbai,76,regular,3,13,Service Apartment,15 X 15 Sq.ft.,5,38,3.8,Maharashtra
6c76df25a803af77b3a5ccec995ee311,Delhi,82,regular,4,24,Hotel,14 X 18 Sq.ft.,57,359,4.2,Delhi
7aea2f8b9208c3e1ba1a18e7f8f71a3d,Mumbai,80,regular,4,8,Hotel,10 X 12 Sq.ft.,65,46,4.2,Maharashtra
aee566d93d9df1bf5104d8c0f2b75d90,Corbett,81,regular,3,20,Resort,16 X 16 Sq.ft.,24,22,4,Uttarakhand
2bfc564242549afd0d04e66930e0310c,Gangtok,78,regular,2,21,Hotel,12 X 15 Sq.ft.,13,116,3.7,Sikkim
da733b74727bd42b2cfab349dc787569,Coorg,78,regular,4,49,Resort,12 X 14 Sq.ft.,183,75,4.2,Karnataka
